scene update,player update,enemy update,particles update,game events,scene draw,player draw,enemies draw,particles draw,frame draw
2.83542e-005,0.000240394,0.000175056,0.00018533,1.35607e-005,0.00263283,0.000110129,0.000606534,0.00362153,0.0229682
2.62996e-005,0.000226423,0.000170125,0.000174235,1.31498e-005,0.00238381,9.90343e-005,0.000546949,0.00323772,0.0218023
2.58886e-005,0.000217382,0.000162318,0.000154099,1.31498e-005,0.00236778,0.000100678,0.000565441,0.00327183,0.0227582
2.62996e-005,0.000226012,0.000167249,0.000167249,1.27389e-005,0.00243435,0.000102733,0.000564208,0.00331457,0.0216918
2.62996e-005,0.000290528,0.000165194,0.00016766,1.35607e-005,0.00252311,0.000108897,0.000581056,0.00342264,0.0219569
2.50668e-005,0.000251079,0.00017218,0.000166016,1.35607e-005,0.00253503,0.000109308,0.000580645,0.00341073,0.0224615
2.67105e-005,0.00025149,0.000166838,0.00016355,1.35607e-005,0.00253832,0.000106431,0.000560921,0.00329813,0.0233939
2.9587e-005,0.000257654,0.000184508,0.000175467,1.39716e-005,0.00263283,0.000115882,0.000617629,0.00363715,0.023889
2.67105e-005,0.000249435,0.000218204,0.000172591,1.31498e-005,0.00250544,0.000105609,0.000623382,0.00339552,0.0240481
3.65728e-005,0.000513663,0.000171358,0.000169714,1.35607e-005,0.00253585,0.000111362,0.000581878,0.00352784,0.0255915
2.67105e-005,0.000258475,0.000176289,0.000179577,1.35607e-005,0.00253914,0.000110129,0.000633655,0.00356852,0.0236581
2.62996e-005,0.000311075,0.000213273,0.000173002,1.31498e-005,0.00252558,0.000114239,0.000574481,0.00352866,0.0232829
2.42449e-005,0.000250668,0.000167249,0.000154099,1.27389e-005,0.00233409,0.000107253,0.000548182,0.00317403,0.0216421
2.50668e-005,0.000400658,0.000173824,0.000966098,1.27389e-005,0.00248449,0.000109308,0.00057859,0.0034625,0.022224
2.79433e-005,0.000292994,0.000173413,0.000218204,1.31498e-005,0.00253462,0.000109719,0.000580234,0.00360016,0.0232842
2.71214e-005,0.000381755,0.000169714,0.00108404,1.35607e-005,0.00252353,0.000104376,0.000574892,0.00383809,0.0237555
2.67105e-005,0.000223546,0.000168893,0.000292583,1.43826e-005,0.00254284,0.000108486,0.000596671,0.00381837,0.0230372
2.71214e-005,0.000253955,0.000175056,0.000294637,1.31498e-005,0.00253996,0.000106431,0.000596671,0.00370413,0.0241245
2.58886e-005,0.000286419,0.00016355,0.000288473,1.31498e-005,0.00254818,0.000110951,0.000580645,0.0036503,0.0231407
2.62996e-005,0.000376824,0.00017218,0.00110581,1.27389e-005,0.00245079,0.000104787,0.000574481,0.00366509,0.0275036
2.91761e-005,0.000406,0.000190261,0.00137128,1.47935e-005,0.00283748,0.000113006,0.000632012,0.00472447,0.0285856
2.67105e-005,0.000481611,0.00016766,0.00220053,1.31498e-005,0.00252188,8.8761e-005,0.000559277,0.00457941,0.0228362
2.50668e-005,0.000269571,0.000155332,0.00129895,1.27389e-005,0.0023382,8.01315e-005,0.000530101,0.00446764,0.0221545
2.62996e-005,0.00031806,0.000150401,0.00149414,1.27389e-005,0.00243271,7.84878e-005,0.000535032,0.00459215,0.023818
2.71214e-005,0.000189028,0.000207109,0.000607356,1.27389e-005,0.00243518,8.3008e-005,0.00053421,0.00446394,0.0223678
2.67105e-005,0.00028683,0.000154921,0.00142634,1.27389e-005,0.00244463,7.56113e-005,0.000561331,0.00435874,0.0221652
2.58886e-005,0.000113828,0.000153688,0.000692418,1.23279e-005,0.00234025,7.06801e-005,0.000522704,0.00404767,0.0212287
2.62996e-005,0.000246148,0.000168482,0.00150524,1.35607e-005,0.00262051,7.39675e-005,0.000585576,0.004669,0.0224722
2.83542e-005,9.04048e-005,0.000167249,0.000719951,1.31498e-005,0.00253421,7.39675e-005,0.000573248,0.00437929,0.0210812
2.54777e-005,8.71173e-005,0.00015451,0.000526813,1.23279e-005,0.00235504,6.49271e-005,0.00051202,0.00384713,0.0214641
2.54777e-005,0.00025149,0.000158619,0.00136511,2.09575e-005,0.0023497,9.12266e-005,0.000544483,0.00407027,0.0215098
2.50668e-005,8.58845e-005,0.000207931,0.000533388,1.31498e-005,0.00236244,6.45161e-005,0.000511198,0.00411629,0.0204459
2.34231e-005,8.01315e-005,0.000140538,0.000513663,1.15061e-005,0.00218451,6.16396e-005,0.000480789,0.00357263,0.0212385
2.54777e-005,8.34189e-005,0.000150401,0.000483665,1.1917e-005,0.0022593,6.45161e-005,0.000504212,0.00368153,0.0199963
2.58886e-005,0.000221903,0.000160263,0.00130429,1.27389e-005,0.00236491,6.65708e-005,0.000517773,0.00397658,0.0208338
2.62996e-005,7.23238e-005,0.000157797,0.000482844,1.31498e-005,0.00242901,6.41052e-005,0.000523115,0.00410561,0.0210281
2.58886e-005,6.86254e-005,0.000160263,0.000462297,1.27389e-005,0.00238422,6.28724e-005,0.000528868,0.00401808,0.0215085
2.87652e-005,0.000255188,0.000166016,0.00128621,1.31498e-005,0.0024738,6.32833e-005,0.000509554,0.00440888,0.0222379
2.54777e-005,7.1091e-005,0.000226834,0.000408876,1.35607e-005,0.00248449,6.41052e-005,0.000514074,0.00447545,0.0220312
2.71214e-005,7.39675e-005,0.000168482,0.000466406,1.35607e-005,0.00253626,6.69817e-005,0.000538319,0.00442326,0.0231338
2.50668e-005,6.78036e-005,0.000152455,0.000345182,1.23279e-005,0.00233162,6.08178e-005,0.000503801,0.00435135,0.0237045
2.71214e-005,6.82145e-005,0.000166838,0.000446271,1.31498e-005,0.0024323,6.32833e-005,0.000524348,0.00440025,0.0224861
2.54777e-005,6.65708e-005,0.000158208,0.000296281,1.23279e-005,0.00235176,6.16396e-005,0.000513253,0.00415369,0.022683
2.67105e-005,7.19129e-005,0.000159852,0.000317649,1.39716e-005,0.00256873,6.94473e-005,0.000561742,0.00430614,0.0254161
3.08198e-005,0.000143415,0.000165605,0.000401068,1.35607e-005,0.00263571,7.7255e-005,0.000586809,0.00484282,0.0265868
2.54777e-005,8.25971e-005,0.000170125,0.00030902,1.35607e-005,0.00252353,6.16396e-005,0.00055188,0.00445449,0.0256721
2.91761e-005,9.78015e-005,0.000229299,0.000301212,1.47935e-005,0.00289049,0.000100267,0.00100966,0.00523855,0.0262293
2.67105e-005,8.95829e-005,0.000166427,0.00034436,1.35607e-005,0.00252722,5.25991e-005,0.000554757,0.00436902,0.0205063
2.75324e-005,0.000262585,0.000160674,0.000206287,1.35607e-005,0.00257119,5.21882e-005,0.000562975,0.00398808,0.0198451
2.71214e-005,8.99938e-005,0.000206698,0.000214095,1.31498e-005,0.00261886,5.3421e-005,0.00056955,0.00388782,0.0178175
2.46558e-005,0.000145059,0.000144237,0.000256421,1.23279e-005,0.00235546,5.9585e-005,0.000528046,0.00355578,0.0171112
2.87652e-005,0.000261352,0.000184919,0.00113417,1.43826e-005,0.00273926,6.82145e-005,0.000627902,0.0044023,0.0188617
2.62996e-005,8.71173e-005,0.000223957,0.000274091,1.39716e-005,0.00252805,6.78036e-005,0.00057818,0.00423834,0.0184183
2.58886e-005,8.79392e-005,0.000168482,0.000249846,1.35607e-005,0.00252846,7.06801e-005,0.000583522,0.00430738,0.0196951
2.54777e-005,8.38299e-005,0.00015451,0.000252311,1.31498e-005,0.00243559,6.94473e-005,0.00056503,0.0044134,0.0223674
2.79433e-005,8.99938e-005,0.00016314,0.000284364,1.35607e-005,0.00252887,7.1091e-005,0.000563386,0.00480994,0.0261911
2.62996e-005,8.58845e-005,0.000159441,0.000307787,1.31498e-005,0.00243189,6.98582e-005,0.000562564,0.00499651,0.0262634
