scene update,player update,enemy update,particles update,game events,scene draw,player draw,enemies draw,particles draw,frame draw
2.09575e-005,5.62975e-005,2.30121e-005,4.39696e-005,1.15061e-005,0.00194247,5.01336e-005,4.10931e-007,0.000729402,0.00759688
2.09575e-005,4.10931e-005,2.34231e-005,4.56133e-005,1.27389e-005,0.00194904,5.62975e-005,4.10931e-007,0.000650914,0.00735566
2.83542e-005,4.60242e-005,2.17793e-005,4.27368e-005,1.10951e-005,0.0019248,4.84898e-005,4.10931e-007,0.000673515,0.00771194
2.21903e-005,3.82166e-005,2.26012e-005,4.35587e-005,1.15061e-005,0.00203329,5.17773e-005,8.21862e-007,0.000733511,0.00761085
2.09575e-005,5.54757e-005,2.30121e-005,5.13663e-005,1.23279e-005,0.00217629,6.65708e-005,4.10931e-007,0.000673515,0.00735443
2.26012e-005,3.90384e-005,2.3834e-005,6.20505e-005,1.1917e-005,0.00201438,5.09554e-005,4.10931e-007,0.000682556,0.00721471
2.83542e-005,4.60242e-005,2.17793e-005,6.24615e-005,1.10951e-005,0.00191535,5.13663e-005,8.21862e-007,0.000744607,0.00759893
2.17793e-005,4.84898e-005,2.99979e-005,6.16396e-005,1.15061e-005,0.00226258,6.08178e-005,8.21862e-007,0.000735566,0.00726937
2.01356e-005,3.86275e-005,2.30121e-005,5.9585e-005,1.15061e-005,0.00193589,4.80789e-005,4.10931e-007,0.000688309,0.00686131
2.05465e-005,4.56133e-005,2.21903e-005,6.04068e-005,1.06842e-005,0.00192028,4.80789e-005,4.10931e-007,0.000692829,0.00788042
2.21903e-005,3.94494e-005,2.3834e-005,6.28724e-005,1.1917e-005,0.00234888,5.17773e-005,8.21862e-007,0.000763098,0.00720403
2.05465e-005,5.54757e-005,2.26012e-005,6.5338e-005,1.10951e-005,0.00191042,4.84898e-005,4.10931e-007,0.000740086,0.00732854
2.3834e-005,0.000611465,2.46558e-005,4.56133e-005,1.23279e-005,0.00202959,5.13663e-005,4.10931e-007,0.000742552,0.00773536
2.13684e-005,4.52024e-005,2.26012e-005,5.75303e-005,1.10951e-005,0.00199589,4.93117e-005,4.10931e-007,0.000712554,0.00748551
2.26012e-005,0.00024738,2.30121e-005,4.35587e-005,1.15061e-005,0.00210232,5.13663e-005,4.10931e-007,0.000732279,0.00734826
2.17793e-005,4.64352e-005,2.21903e-005,8.67064e-005,1.1917e-005,0.00203493,5.09554e-005,8.21862e-007,0.000744196,0.00760838
2.21903e-005,3.69838e-005,2.17793e-005,5.9174e-005,1.10951e-005,0.00205383,5.17773e-005,4.10931e-007,0.000771317,0.00757099
2.13684e-005,5.46538e-005,2.30121e-005,7.39675e-005,1.10951e-005,0.00191453,4.80789e-005,4.10931e-007,0.000701048,0.00770372
2.79433e-005,4.56133e-005,2.17793e-005,4.23259e-005,2.71214e-005,0.00189028,5.67084e-005,4.10931e-007,0.000687487,0.00756524
2.21903e-005,3.90384e-005,2.3834e-005,6.73926e-005,1.23279e-005,0.00199795,4.84898e-005,8.21862e-007,0.000662831,0.00755126
2.26012e-005,4.06821e-005,2.3834e-005,6.61599e-005,1.23279e-005,0.00203698,5.09554e-005,4.10931e-007,0.000709677,0.00764906
2.30121e-005,6.45161e-005,2.42449e-005,6.16396e-005,1.27389e-005,0.00229464,5.17773e-005,8.21862e-007,0.000709677,0.00763674
2.87652e-005,5.54757e-005,2.17793e-005,6.04068e-005,1.1917e-005,0.0018796,4.68461e-005,4.10931e-007,0.000696528,0.00802835
2.30121e-005,5.25991e-005,3.28745e-005,7.06801e-005,1.27389e-005,0.00210068,5.3421e-005,8.21862e-007,0.000734744,0.00893774
2.01356e-005,3.98603e-005,2.21903e-005,0.000133142,1.23279e-005,0.00198767,5.79412e-005,8.21862e-007,0.000714198,0.0076803
2.26012e-005,3.94494e-005,2.3834e-005,7.19129e-005,1.27389e-005,0.00203493,5.09554e-005,4.10931e-007,0.00071954,0.00824409
2.13684e-005,0.000126567,2.21903e-005,5.99959e-005,1.1917e-005,0.00226053,5.13663e-005,4.10931e-007,0.000738443,0.00791699
2.26012e-005,4.52024e-005,2.99979e-005,7.31457e-005,1.23279e-005,0.00205383,5.09554e-005,4.10931e-007,0.00072406,0.00789562
2.21903e-005,4.02712e-005,2.42449e-005,7.06801e-005,1.23279e-005,0.00204191,5.09554e-005,8.21862e-007,0.00071543,0.00904993
2.21903e-005,4.31477e-005,2.42449e-005,5.67084e-005,1.23279e-005,0.00205096,5.09554e-005,4.10931e-007,0.000729813,0.00803986
2.34231e-005,4.27368e-005,2.3834e-005,6.45161e-005,1.23279e-005,0.00203657,5.13663e-005,8.21862e-007,0.00073269,0.00870105
2.26012e-005,3.82166e-005,2.42449e-005,6.36943e-005,1.23279e-005,0.00208054,5.62975e-005,4.10931e-007,0.000757345,0.00819725
2.30121e-005,4.02712e-005,2.42449e-005,6.24615e-005,1.1917e-005,0.00205178,6.08178e-005,8.21862e-007,0.000739675,0.00999753
2.34231e-005,4.27368e-005,2.42449e-005,6.90364e-005,1.23279e-005,0.00206904,5.87631e-005,8.21862e-007,0.00105198,0.0085979
2.3834e-005,8.25971e-005,2.42449e-005,7.68441e-005,1.23279e-005,0.00205178,5.17773e-005,8.21862e-007,0.000748716,0.00844257
2.21903e-005,0.000283953,2.42449e-005,6.32833e-005,1.27389e-005,0.00203986,5.13663e-005,4.10931e-007,0.000732279,0.00856873
2.46558e-005,4.23259e-005,2.3834e-005,6.73926e-005,1.23279e-005,0.00204397,5.21882e-005,8.21862e-007,0.000747072,0.00829834
2.21903e-005,4.02712e-005,2.50668e-005,5.62975e-005,1.23279e-005,0.00208465,5.21882e-005,4.10931e-007,0.000749538,0.00839367
2.34231e-005,4.19149e-005,2.46558e-005,6.73926e-005,1.23279e-005,0.0020978,5.30101e-005,4.10931e-007,0.000774605,0.00871502
2.46558e-005,4.31477e-005,2.46558e-005,6.65708e-005,1.23279e-005,0.00209451,5.25991e-005,4.10931e-007,0.000749949,0.00868091
2.09575e-005,3.98603e-005,2.34231e-005,5.54757e-005,1.1917e-005,0.00202178,5.09554e-005,4.10931e-007,0.000717896,0.00804027
2.21903e-005,4.64352e-005,2.30121e-005,6.16396e-005,1.1917e-005,0.0020263,5.17773e-005,8.21862e-007,0.000717485,0.00834559
2.13684e-005,4.06821e-005,2.42449e-005,6.82145e-005,1.1917e-005,0.00200986,5.50647e-005,4.10931e-007,0.000709677,0.00765194
2.21903e-005,4.10931e-005,2.3834e-005,6.45161e-005,1.23279e-005,0.0020337,5.05445e-005,4.10931e-007,0.000676803,0.00844093
2.21903e-005,3.98603e-005,2.3834e-005,7.43785e-005,0.0014773,0.00228149,4.84898e-005,0.000246969,0.000672283,0.00914444
2.17793e-005,5.42429e-005,0.000206698,5.9174e-005,0.000152866,0.00205712,5.09554e-005,0.000140127,0.000716663,0.00932238
2.09575e-005,5.62975e-005,6.65708e-005,6.41052e-005,1.97247e-005,0.00217917,4.97226e-005,0.000136018,0.000721594,0.00910129
2.17793e-005,4.84898e-005,6.28724e-005,6.04068e-005,1.06842e-005,0.00204356,5.13663e-005,0.000138895,0.000742141,0.00884898
2.17793e-005,3.98603e-005,5.83522e-005,6.61599e-005,1.15061e-005,0.00203329,5.09554e-005,0.000139306,0.00093158,0.00911444
2.05465e-005,5.58866e-005,5.62975e-005,5.9174e-005,1.10951e-005,0.00195521,4.84898e-005,0.000132731,0.000665708,0.0086805
2.17793e-005,3.86275e-005,5.9174e-005,6.57489e-005,1.15061e-005,0.00203,4.80789e-005,0.000157797,0.000695295,0.00922375
2.13684e-005,3.82166e-005,5.54757e-005,6.20505e-005,1.15061e-005,0.00198438,4.93117e-005,0.000134785,0.000730224,0.00928662
2.83542e-005,4.7668e-005,6.20505e-005,7.15019e-005,1.10951e-005,0.00204849,5.13663e-005,0.000143415,0.000710499,0.00937128
2.17793e-005,4.02712e-005,5.58866e-005,6.08178e-005,1.10951e-005,0.00197041,4.80789e-005,0.000134785,0.000726937,0.00930799
2.17793e-005,4.10931e-005,5.62975e-005,6.20505e-005,1.15061e-005,0.00207315,5.09554e-005,0.000144237,0.000742552,0.00956606
2.13684e-005,3.45182e-005,5.87631e-005,5.38319e-005,1.1917e-005,0.00206041,5.13663e-005,0.000145059,0.000731868,0.00958126
2.87652e-005,3.65728e-005,6.82145e-005,6.5338e-005,1.15061e-005,0.00205424,5.13663e-005,0.000146702,0.00072406,0.00978097
2.13684e-005,3.45182e-005,5.79412e-005,8.99938e-005,1.47935e-005,0.00211054,5.13663e-005,0.000150812,0.000791864,0.00997699
2.09575e-005,3.28745e-005,5.62975e-005,6.04068e-005,1.15061e-005,0.00191987,4.80789e-005,0.000146291,0.000711321,0.00961414
2.9587e-005,3.534e-005,6.57489e-005,6.69817e-005,1.1917e-005,0.00203904,5.13663e-005,0.000152455,0.000742963,0.00967783
2.13684e-005,6.57489e-005,8.21862e-005,7.43785e-005,1.23279e-005,0.00212739,5.30101e-005,0.000159441,0.000999384,0.00885022
2.26012e-005,3.86275e-005,6.73926e-005,6.24615e-005,1.10951e-005,0.00194,4.80789e-005,0.000148757,0.000719129,0.00972961
2.17793e-005,4.56133e-005,5.67084e-005,5.9174e-005,1.06842e-005,0.00188823,4.7257e-005,0.000142593,0.000761866,0.00977563
2.30121e-005,4.06821e-005,5.9174e-005,5.83522e-005,1.15061e-005,0.00201644,4.80789e-005,0.000148757,0.000793918,0.00959647
2.09575e-005,5.05445e-005,5.87631e-005,6.73926e-005,1.15061e-005,0.00205671,5.13663e-005,0.000160263,0.00099322,0.010023
2.34231e-005,4.10931e-005,0.000725704,6.36943e-005,1.1917e-005,0.00199384,4.80789e-005,0.000149168,0.000740908,0.00942552
2.17793e-005,4.02712e-005,0.000276145,6.36943e-005,1.1917e-005,0.00228395,5.67084e-005,0.000196836,0.000757756,0.0101294
2.17793e-005,5.58866e-005,6.73926e-005,6.32833e-005,1.10951e-005,0.0019322,4.68461e-005,0.000164783,0.000719129,0.00973906
2.09575e-005,3.65728e-005,6.04068e-005,6.24615e-005,1.10951e-005,0.00215862,4.80789e-005,0.000175056,0.000708856,0.00989562
2.13684e-005,5.67084e-005,5.99959e-005,6.20505e-005,1.10951e-005,0.00195274,4.84898e-005,0.000168071,0.000698582,0.00999014
2.21903e-005,4.19149e-005,6.32833e-005,6.45161e-005,1.15061e-005,0.00206945,5.13663e-005,0.000184919,0.000755702,0.0106045
2.17793e-005,3.61619e-005,6.28724e-005,9.20485e-005,1.64372e-005,0.00207725,5.17773e-005,0.00018122,0.000714198,0.0106875
2.21903e-005,3.534e-005,6.57489e-005,6.28724e-005,1.27389e-005,0.00218903,5.21882e-005,0.000184097,0.000755702,0.010789
2.30121e-005,3.45182e-005,6.36943e-005,6.41052e-005,1.1917e-005,0.00234313,5.17773e-005,0.00018122,0.000744607,0.0106139
