scene update,player update,enemy update,particles update,game events,scene draw,player draw,enemies draw,particles draw,frame draw
2.26012e-005,3.61619e-005,2.50668e-005,0.0001015,0.000537908,0.00217793,5.42429e-005,0.00026505,0.000764742,0.0114309
2.42449e-005,4.52024e-005,0.000295048,4.7257e-005,6.36943e-005,0.00231929,6.12287e-005,0.000152866,0.000749538,0.0106731
2.26012e-005,4.19149e-005,5.9585e-005,4.56133e-005,1.10951e-005,0.00207643,5.09554e-005,0.000140127,0.000718307,0.00914526
2.3834e-005,4.39696e-005,6.28724e-005,4.84898e-005,1.1917e-005,0.00216725,5.50647e-005,0.000148346,0.000762687,0.00902651
2.3834e-005,4.06821e-005,5.9585e-005,4.64352e-005,1.10951e-005,0.0021089,5.21882e-005,0.000143415,0.000740086,0.00888556
2.34231e-005,3.94494e-005,5.9585e-005,4.60242e-005,1.15061e-005,0.00210766,5.21882e-005,0.000143004,0.000739675,0.00921142
2.42449e-005,4.23259e-005,6.36943e-005,5.9585e-005,1.23279e-005,0.00222807,5.54757e-005,0.000152866,0.00080337,0.00969632
3.24635e-005,6.90364e-005,9.20485e-005,7.19129e-005,1.27389e-005,0.0021919,5.50647e-005,0.000151633,0.000900349,0.0114876
2.34231e-005,4.43805e-005,6.16396e-005,8.42408e-005,1.23279e-005,0.00227409,8.21862e-005,0.000200534,0.00083871,0.012164
2.71214e-005,4.7257e-005,7.02692e-005,7.43785e-005,1.39716e-005,0.00255188,6.24615e-005,0.000171769,0.000925827,0.010512
2.62996e-005,4.39696e-005,6.69817e-005,7.88987e-005,1.35607e-005,0.00243353,5.99959e-005,0.000166016,0.0010302,0.00999096
3.73947e-005,4.56133e-005,6.57489e-005,6.16396e-005,1.27389e-005,0.0022819,5.58866e-005,0.000156565,0.000840764,0.00971522
2.3834e-005,4.1504e-005,6.16396e-005,6.65708e-005,1.23279e-005,0.00217834,5.42429e-005,0.000154099,0.000777481,0.00958373
2.3834e-005,5.99959e-005,6.20505e-005,6.78036e-005,1.15061e-005,0.00210643,5.25991e-005,0.000151633,0.000761455,0.00931621
2.3834e-005,4.1504e-005,6.12287e-005,6.45161e-005,1.1917e-005,0.00219396,5.58866e-005,0.000166427,0.000793918,0.00981467
2.54777e-005,4.35587e-005,6.36943e-005,6.82145e-005,1.27389e-005,0.00224327,5.62975e-005,0.00016355,0.000814465,0.0099848
2.50668e-005,4.27368e-005,6.45161e-005,6.57489e-005,1.23279e-005,0.00233655,5.42429e-005,0.000161085,0.000805013,0.00946004
2.58886e-005,0.000380111,6.5338e-005,8.46517e-005,1.31498e-005,0.00223916,5.38319e-005,0.000161907,0.000796384,0.00956976
