scene update,player update,enemy update,particles update,game events,scene draw,player draw,enemies draw,particles draw,frame draw
4.10931e-005,6.57489e-005,4.23259e-005,8.62955e-005,2.17793e-005,0.00408013,9.32813e-005,4.10931e-007,0.00135484,0.0142996
3.45182e-005,5.62975e-005,3.65728e-005,8.34189e-005,1.89028e-005,0.00340867,9.41031e-005,4.10931e-007,0.00122498,0.0123386
3.12307e-005,5.01336e-005,3.36963e-005,0.000103144,2.9587e-005,0.00311116,8.13643e-005,8.21862e-007,0.00114115,0.010902
2.9587e-005,4.93117e-005,3.08198e-005,8.83501e-005,1.64372e-005,0.0028535,7.02692e-005,4.10931e-007,0.0010791,0.0102334
2.75324e-005,4.47915e-005,2.79433e-005,8.34189e-005,1.56154e-005,0.00263489,6.45161e-005,4.10931e-007,0.0010113,0.0096992
2.71214e-005,4.43805e-005,2.79433e-005,7.76659e-005,1.47935e-005,0.00279227,6.04068e-005,8.21862e-007,0.000928704,0.00862544
2.42449e-005,4.39696e-005,2.58886e-005,7.7255e-005,1.35607e-005,0.00236244,5.79412e-005,4.10931e-007,0.000866653,0.00870392
2.54777e-005,7.02692e-005,2.54777e-005,7.64331e-005,1.35607e-005,0.00245408,5.42429e-005,4.10931e-007,0.000779536,0.0075977
2.26012e-005,3.98603e-005,2.42449e-005,6.28724e-005,1.27389e-005,0.00212739,5.21882e-005,4.10931e-007,0.000745017,0.00787631
2.42449e-005,4.1504e-005,2.50668e-005,5.05445e-005,1.35607e-005,0.00230902,5.58866e-005,4.10931e-007,0.000810355,0.00822971
2.30121e-005,4.1504e-005,2.46558e-005,6.49271e-005,1.27389e-005,0.0021993,5.38319e-005,4.10931e-007,0.00076392,0.00772509
2.3834e-005,0.000200534,2.54777e-005,7.06801e-005,1.31498e-005,0.00225272,5.42429e-005,4.10931e-007,0.000860078,0.00834354
2.62996e-005,4.52024e-005,2.54777e-005,7.31457e-005,1.35607e-005,0.00230121,5.42429e-005,4.10931e-007,0.00076392,0.00774111
2.42449e-005,4.27368e-005,2.62996e-005,7.02692e-005,1.39716e-005,0.00229382,5.58866e-005,4.10931e-007,0.000800904,0.00839573
2.30121e-005,3.82166e-005,2.54777e-005,7.31457e-005,1.35607e-005,0.00229546,5.58866e-005,4.10931e-007,0.000788987,0.00849188
2.34231e-005,4.23259e-005,2.54777e-005,7.19129e-005,1.35607e-005,0.00229669,5.58866e-005,4.10931e-007,0.000784056,0.00843846
2.42449e-005,4.19149e-005,2.50668e-005,7.27347e-005,1.35607e-005,0.0022893,5.58866e-005,4.10931e-007,0.000809534,0.00852394
2.3834e-005,4.10931e-005,2.42449e-005,6.04068e-005,1.35607e-005,0.00220259,5.42429e-005,4.10931e-007,0.000777481,0.00862256
2.42449e-005,4.31477e-005,2.58886e-005,6.86254e-005,1.35607e-005,0.00228436,5.58866e-005,4.10931e-007,0.000795151,0.00883665
2.42449e-005,4.43805e-005,2.58886e-005,7.1091e-005,1.39716e-005,0.00228149,5.58866e-005,4.10931e-007,0.000802548,0.00874543
2.3834e-005,4.31477e-005,2.50668e-005,7.27347e-005,1.35607e-005,0.00229382,5.62975e-005,4.10931e-007,0.000824738,0.00894185
2.62996e-005,0.000284775,2.67105e-005,6.57489e-005,1.47935e-005,0.00236326,5.83522e-005,8.21862e-007,0.000855147,0.0090602
2.42449e-005,4.23259e-005,3.41073e-005,7.84878e-005,1.35607e-005,0.00236244,5.79412e-005,4.10931e-007,0.000823094,0.00906185
2.46558e-005,4.27368e-005,2.50668e-005,6.98582e-005,1.35607e-005,0.00223998,5.46538e-005,4.10931e-007,0.000771317,0.00847873
2.50668e-005,4.23259e-005,2.3834e-005,6.82145e-005,1.31498e-005,0.00211712,5.42429e-005,4.10931e-007,0.000757756,0.00811465
2.3834e-005,4.06821e-005,2.3834e-005,6.5338e-005,1.27389e-005,0.00212903,5.21882e-005,4.10931e-007,0.000780768,0.00952332
2.62996e-005,5.25991e-005,2.75324e-005,8.01315e-005,1.43826e-005,0.00253544,6.16396e-005,4.10931e-007,0.000904459,0.0098911
2.42449e-005,4.23259e-005,2.54777e-005,7.06801e-005,1.39716e-005,0.00240764,6.20505e-005,4.10931e-007,0.00082556,0.00905568
2.42449e-005,4.31477e-005,2.50668e-005,7.06801e-005,1.35607e-005,0.0023608,5.54757e-005,4.10931e-007,0.000809123,0.00891309
2.42449e-005,4.19149e-005,2.46558e-005,8.21862e-005,1.35607e-005,0.00249928,6.36943e-005,4.10931e-007,0.000775426,0.00861311
2.71214e-005,4.35587e-005,2.50668e-005,7.06801e-005,1.35607e-005,0.00229587,5.58866e-005,4.10931e-007,0.00078159,0.00880912
2.46558e-005,4.27368e-005,2.54777e-005,6.5338e-005,1.35607e-005,0.00258475,5.79412e-005,4.10931e-007,0.000822272,0.00922909
2.99979e-005,4.23259e-005,2.58886e-005,7.76659e-005,1.39716e-005,0.00235052,5.79412e-005,4.10931e-007,0.000815698,0.008925
2.50668e-005,4.19149e-005,2.54777e-005,6.65708e-005,1.39716e-005,0.00229669,5.58866e-005,8.21862e-007,0.000786111,0.00885802
2.54777e-005,4.56133e-005,2.58886e-005,8.01315e-005,1.39716e-005,0.00236737,5.83522e-005,4.10931e-007,0.000823916,0.00965893
2.50668e-005,5.79412e-005,2.50668e-005,7.80768e-005,1.39716e-005,0.00230491,5.58866e-005,4.10931e-007,0.000766386,0.00907541
