scene update,player update,enemy update,particles update,particles draw,scene draw,player draw,enemies draw,frame draw
4.5613e-005,0.000144236,2.54775e-005,0.000148756,0.00130922,0.000266692,5.95846e-005,4.10928e-007,2.93139
2.99977e-005,3.36961e-005,1.31497e-005,0.000112594,0.00275157,0.000214504,5.01332e-005,4.10928e-007,0.00717974
4.43802e-005,5.99955e-005,2.17792e-005,7.39671e-005,0.00342385,0.000316826,7.35561e-005,0,0.0102173
3.86272e-005,5.42425e-005,2.13683e-005,7.68435e-005,0.00366137,0.000352165,7.35561e-005,4.10928e-007,0.0100032
3.24633e-005,4.43802e-005,1.47934e-005,5.34206e-005,0.00324551,0.000253954,5.87627e-005,4.10928e-007,0.00919123
0.000108485,4.5613e-005,1.47934e-005,5.38316e-005,0.00313538,0.000246557,6.04064e-005,4.10928e-007,0.00862086
9.78009e-005,4.5613e-005,1.39716e-005,4.97223e-005,0.00303224,0.000237927,5.50644e-005,4.10928e-007,0.0082576
0.000110951,4.60239e-005,1.39716e-005,4.93114e-005,0.00292992,0.00023012,5.30097e-005,0,0.00795064
0.000113005,4.43802e-005,1.31497e-005,7.31452e-005,0.00286417,0.000223545,5.17769e-005,4.10928e-007,0.0084495
0.000106841,0.000134373,1.39716e-005,6.73922e-005,0.00275774,0.000216559,5.01332e-005,4.10928e-007,0.00774805
0.000106841,7.31452e-005,1.27388e-005,7.15015e-005,0.00275199,0.000205464,4.72567e-005,4.10928e-007,0.00768559
0.000103554,8.95823e-005,1.23278e-005,8.0131e-005,0.0025909,0.0001993,4.5613e-005,4.10928e-007,0.00734082
0.000104787,8.5473e-005,1.31497e-005,7.15015e-005,0.00263775,0.000205053,4.72567e-005,4.10928e-007,0.00734328
0.000104376,9.24588e-005,1.19169e-005,6.45157e-005,0.00257159,0.000200122,4.5613e-005,4.10928e-007,0.00711029
0.00010643,8.30075e-005,1.31497e-005,8.34184e-005,0.00258227,0.000200122,4.60239e-005,4.10928e-007,0.00705728
0.000105198,8.46512e-005,1.31497e-005,6.65703e-005,0.00260939,0.000205053,4.72567e-005,4.10928e-007,0.00726192
0.000103143,8.71168e-005,1.31497e-005,6.90359e-005,0.0025683,0.000201355,4.60239e-005,0,0.00726028
2.99977e-005,4.15037e-005,1.35606e-005,6.49266e-005,0.00277089,0.000219847,5.01332e-005,4.10928e-007,0.00717069
0.000104787,7.80763e-005,2.05464e-005,6.41048e-005,0.00276883,0.000200944,4.5613e-005,4.10928e-007,0.00701002
0.000103554,8.67058e-005,1.31497e-005,6.94468e-005,0.00272034,0.000201355,4.5613e-005,4.10928e-007,0.00697181
0.000106019,8.30075e-005,2.09573e-005,6.32829e-005,0.00291184,0.000213272,4.84895e-005,0,0.00730342
0.000105609,0.000105198,1.23278e-005,6.36938e-005,0.00280993,0.000206697,4.72567e-005,4.10928e-007,0.00711727
4.43802e-005,5.99955e-005,1.27388e-005,6.73922e-005,0.00261967,0.000205875,4.72567e-005,4.10928e-007,0.0071296
4.15037e-005,6.36938e-005,2.09573e-005,6.57485e-005,0.00263898,0.000207108,4.68458e-005,4.10928e-007,0.00711275
0.000105198,7.93091e-005,1.27388e-005,7.31452e-005,0.00256214,0.000200122,4.60239e-005,4.10928e-007,0.00716083
0.000104787,7.35561e-005,1.31497e-005,6.41048e-005,0.00257775,0.000200122,4.5613e-005,4.10928e-007,0.00705194
0.000105609,7.80763e-005,1.27388e-005,5.95846e-005,0.00259213,0.000201355,4.60239e-005,4.10928e-007,0.00707084
0.000104787,8.25965e-005,1.23278e-005,6.49266e-005,0.00257652,0.000200944,4.60239e-005,4.10928e-007,0.00709344
0.000106841,8.21856e-005,1.31497e-005,6.45157e-005,0.00251488,0.0001993,4.60239e-005,4.10928e-007,0.00698701
0.000106841,8.25965e-005,1.23278e-005,6.36938e-005,0.00255721,0.000218614,5.01332e-005,4.10928e-007,0.00721466
0.00010643,8.91714e-005,1.23278e-005,6.41048e-005,0.00255721,0.000199711,4.5613e-005,4.10928e-007,0.00693811
0.000106841,8.91714e-005,2.05464e-005,5.95846e-005,0.00251611,0.000201766,4.60239e-005,4.10928e-007,0.0069188
0.000104376,8.83495e-005,1.27388e-005,5.7119e-005,0.00253954,0.000200122,4.5613e-005,4.10928e-007,0.00699728
0.000109307,3.986e-005,1.31497e-005,6.73922e-005,0.0026624,0.000223545,5.17769e-005,0,0.00947025
4.47912e-005,5.87627e-005,2.09573e-005,0.000110951,0.00367041,0.000380519,8.34184e-005,4.10928e-007,0.011771
4.19147e-005,4.43802e-005,1.39716e-005,7.51998e-005,0.00286992,0.000249022,5.95846e-005,4.10928e-007,0.00903179
4.47912e-005,5.46534e-005,1.84918e-005,0.00010643,0.00369876,0.000355042,8.75277e-005,8.21856e-007,0.0137229
3.4518e-005,4.47912e-005,1.39716e-005,7.02687e-005,0.00308443,0.000263816,6.45157e-005,4.10928e-007,0.00890933
3.28742e-005,3.94491e-005,1.43825e-005,7.60217e-005,0.0030458,0.000254775,6.24611e-005,4.10928e-007,0.0083854
4.47912e-005,5.62971e-005,2.01355e-005,0.000101088,0.00380067,0.000348467,8.46512e-005,8.21856e-007,0.0111304
3.16415e-005,4.23256e-005,1.27388e-005,6.90359e-005,0.00280993,0.000222723,5.1366e-005,4.10928e-007,0.00778668
3.08196e-005,3.36961e-005,2.46557e-005,0.00011054,0.00271829,0.000225189,5.17769e-005,6.98578e-006,0.0081672
3.08196e-005,4.93114e-005,1.76699e-005,4.84895e-005,0.00283376,0.000220257,5.05441e-005,6.98578e-006,0.00820788
3.20524e-005,4.76677e-005,1.52043e-005,4.97223e-005,0.00291964,0.0002256,5.21879e-005,7.80763e-006,0.00829253
3.12305e-005,4.35584e-005,1.39716e-005,4.80786e-005,0.0027787,0.000220668,5.01332e-005,6.98578e-006,0.00822267
3.08196e-005,4.76677e-005,1.35606e-005,4.80786e-005,0.0027376,0.000235873,5.17769e-005,7.80763e-006,0.00818897
3.08196e-005,8.5473e-005,1.47934e-005,4.76677e-005,0.00279595,0.000221901,5.01332e-005,7.3967e-006,0.0080998
0.000106019,7.64326e-005,1.43825e-005,4.80786e-005,0.00280376,0.000219436,4.84895e-005,6.98578e-006,0.00812035
0.000108485,9.24588e-005,1.31497e-005,5.67081e-005,0.00270391,0.000218614,5.01332e-005,6.98578e-006,0.00802296
0.000104787,6.73922e-005,1.43825e-005,6.94468e-005,0.00281445,0.000224778,5.1366e-005,7.3967e-006,0.00789557
0.000102321,8.21856e-005,1.31497e-005,6.24611e-005,0.00258186,0.000200533,4.60239e-005,6.16392e-006,0.0077912
0.00010643,8.21856e-005,2.17792e-005,6.65703e-005,0.00288841,0.000213272,4.84895e-005,6.98578e-006,0.00792351
0.000103143,9.1637e-005,1.47934e-005,7.27343e-005,0.00297594,0.00022601,5.17769e-005,7.3967e-006,0.00784256
0.000105609,0.000105198,1.43825e-005,5.91736e-005,0.00288677,0.000219025,5.05441e-005,7.3967e-006,0.00776038
0.000108896,8.34184e-005,1.43825e-005,7.27343e-005,0.00294266,0.000218614,5.01332e-005,7.3967e-006,0.00778092
4.23256e-005,0.000139716,1.52043e-005,6.98578e-005,0.00280828,0.000224778,5.17769e-005,7.3967e-006,0.00780722
2.95868e-005,3.65726e-005,1.76699e-005,7.68435e-005,0.0028091,0.000220257,5.01332e-005,7.3967e-006,0.00841416
0.00010643,9.49244e-005,1.47934e-005,6.2872e-005,0.00287198,0.000223134,5.1366e-005,7.80763e-006,0.00782489
0.000105609,7.64326e-005,1.47934e-005,6.65703e-005,0.00279061,0.000221901,5.1366e-005,6.98578e-006,0.0074982
0.000103965,8.13638e-005,1.39716e-005,5.99955e-005,0.0026772,0.000202588,4.72567e-005,6.57485e-006,0.00773819
