scene update,player update,enemy update,particles update,game events,scene draw,player draw,enemies draw,particles draw,frame draw
0.00222067,5.30101e-005,0.000546538,0.00113869,0.0151005,0.00238586,5.46538e-005,0.000560921,0.00103267,0.0167273
0.00220136,5.13663e-005,0.000529279,0.00110376,0.0149147,0.00236984,5.09554e-005,0.000537497,0.000999384,0.0163513
0.00219766,5.09554e-005,0.000530923,0.00110294,0.0178525,0.00230121,4.80789e-005,0.000505034,0.00092254,0.0163661
0.00225724,5.25991e-005,0.000539552,0.0011054,0.0148864,0.00233121,4.80789e-005,0.000507089,0.000894596,0.016683
0.00226341,5.25991e-005,0.000545305,0.00113746,0.0151527,0.0023834,5.09554e-005,0.000542018,0.000930347,0.0165075
0.00220999,5.46538e-005,0.000545716,0.00110294,0.0149903,0.00232053,4.80789e-005,0.000528457,0.000972673,0.0162967
0.00226957,5.30101e-005,0.000546949,0.00113869,0.0151403,0.00229751,4.80789e-005,0.000506678,0.000982946,0.0160773
0.00218862,5.09554e-005,0.000528868,0.00110951,0.015285,0.00234189,5.05445e-005,0.000537908,0.000960756,0.0161188
0.00221697,5.13663e-005,0.00052969,0.00110294,0.0148062,0.00238175,5.13663e-005,0.000589686,0.000956236,0.0159782
0.00219273,5.09554e-005,0.00052969,0.00110335,0.0148523,0.00260325,5.09554e-005,0.000540785,0.000833368,0.0165215
0.00219684,5.09554e-005,0.000528457,0.00110376,0.015412,0.00238915,5.13663e-005,0.000538319,0.00077255,0.0163587
0.00225765,5.25991e-005,0.000547771,0.00113787,0.0149875,0.00233285,5.71194e-005,0.000536265,0.00081693,0.0163789
0.00227615,5.17773e-005,0.000678447,0.00110417,0.0149131,0.00232546,5.17773e-005,0.00054325,0.000799671,0.0191531
0.00235874,5.50647e-005,0.000561742,0.0011954,0.0148367,0.00234724,5.13663e-005,0.000540374,0.000775426,0.0164175
0.00226258,5.3421e-005,0.000546538,0.0011728,0.0149653,0.00235299,5.09554e-005,0.000549414,0.000768441,0.0161257
0.00218944,5.09554e-005,0.00052969,0.00118019,0.014932,0.00240394,5.09554e-005,0.000538319,0.000742552,0.0157514
0.00226135,5.25991e-005,0.000545305,0.00113869,0.0152866,0.00232916,5.87631e-005,0.000514074,0.00069324,0.0167915
0.00226053,5.25991e-005,0.000545305,0.00113787,0.0150347,0.0023271,5.09554e-005,0.000546127,0.00071954,0.0178114
