scene update,player update,enemy update,particles update,particles draw,scene draw,player draw,enemies draw,frame draw
3.24633e-005,4.39693e-005,1.64371e-005,6.98578e-005,0.00310127,0.000441748,5.67081e-005,1.47934e-005,0.0101955
3.36961e-005,4.19147e-005,1.64371e-005,7.23233e-005,0.003234,0.000444624,5.87627e-005,1.52043e-005,0.0103402
3.32852e-005,4.39693e-005,1.64371e-005,7.4378e-005,0.00321551,0.000446268,5.87627e-005,1.56153e-005,0.0100427
3.32852e-005,4.23256e-005,1.56153e-005,7.72545e-005,0.00310415,0.000446679,5.67081e-005,1.47934e-005,0.00989063
3.24633e-005,4.10928e-005,1.56153e-005,7.27343e-005,0.00302032,0.00044298,5.50644e-005,1.47934e-005,0.00975584
3.20524e-005,4.35584e-005,1.60262e-005,7.10906e-005,0.00309552,0.000448323,5.67081e-005,1.52043e-005,0.00995473
3.24633e-005,4.23256e-005,1.60262e-005,7.76654e-005,0.00308443,0.000417092,5.46534e-005,1.47934e-005,0.00953764
3.16415e-005,4.02709e-005,1.52043e-005,6.2872e-005,0.0030158,0.000427776,5.46534e-005,1.43825e-005,0.00983186
3.28742e-005,4.35584e-005,1.60262e-005,6.94468e-005,0.00311401,0.000441748,5.62971e-005,1.52043e-005,0.00993295
3.24633e-005,4.23256e-005,1.60262e-005,7.47889e-005,0.00309429,0.000470513,5.67081e-005,1.47934e-005,0.0101429
3.24633e-005,4.27365e-005,1.76699e-005,7.64326e-005,0.00305361,0.000469691,5.67081e-005,1.47934e-005,0.0101483
3.28742e-005,4.15037e-005,1.60262e-005,6.90359e-005,0.00303676,0.00046928,5.67081e-005,1.52043e-005,0.0100772
3.28742e-005,4.23256e-005,1.89027e-005,7.51998e-005,0.00301169,0.000455719,5.67081e-005,1.52043e-005,0.0103316
3.20524e-005,4.27365e-005,1.56153e-005,6.53376e-005,0.00302936,0.000455719,5.67081e-005,1.43825e-005,0.0102231
3.24633e-005,4.35584e-005,1.68481e-005,7.35561e-005,0.00312634,0.000458185,5.67081e-005,1.52043e-005,0.0101023
3.4107e-005,4.35584e-005,1.64371e-005,6.73922e-005,0.00311278,0.000470102,5.67081e-005,1.47934e-005,0.0101659
3.36961e-005,4.43802e-005,1.60262e-005,7.47889e-005,0.00310703,0.000469691,5.62971e-005,1.52043e-005,0.010387
3.4107e-005,4.35584e-005,1.60262e-005,7.80763e-005,0.00308895,0.000485717,5.67081e-005,1.52043e-005,0.0104113
3.32852e-005,4.39693e-005,1.60262e-005,7.4378e-005,0.00311114,0.000516537,5.87627e-005,1.56153e-005,0.0107495
3.49289e-005,4.15037e-005,1.64371e-005,7.80763e-005,0.00310949,0.000475033,5.7119e-005,1.47934e-005,0.0101659
3.28742e-005,4.31474e-005,1.60262e-005,7.02687e-005,0.00311977,0.000462294,5.67081e-005,1.47934e-005,0.0103151
3.32852e-005,4.31474e-005,1.60262e-005,7.31452e-005,0.00311689,0.000459829,5.62971e-005,1.52043e-005,0.0104688
3.4518e-005,4.31474e-005,1.7259e-005,7.93091e-005,0.00334742,0.000506263,6.08174e-005,1.56153e-005,0.0105206
3.32852e-005,4.39693e-005,1.64371e-005,6.98578e-005,0.00322003,0.000491881,5.67081e-005,1.52043e-005,0.0102009
3.16415e-005,4.15037e-005,1.56153e-005,7.4378e-005,0.00310538,0.000497223,5.67081e-005,1.52043e-005,0.0104347
3.32852e-005,4.31474e-005,1.84918e-005,7.35561e-005,0.00307128,0.000481608,5.50644e-005,1.47934e-005,0.0100599
3.20524e-005,4.31474e-005,1.47934e-005,5.01332e-005,0.00294841,0.000491059,5.34206e-005,1.39716e-005,0.00992021
3.04087e-005,4.15037e-005,1.52043e-005,7.19124e-005,0.00285842,0.000476677,5.17769e-005,1.39716e-005,0.0095964
3.04087e-005,4.27365e-005,1.80808e-005,7.23233e-005,0.00281609,0.000489826,5.17769e-005,1.35606e-005,0.00942957
0.000107663,0.000133963,5.30097e-005,0.000223134,0.0106163,0.00175138,0.000190671,5.09551e-005,0.0304724
7.93091e-005,9.61572e-005,3.90382e-005,0.000219025,0.00778339,0.00139921,0.000141359,3.73945e-005,0.0244215
6.32829e-005,7.88982e-005,3.12305e-005,0.00015944,0.00654362,0.0011884,0.000118347,2.99977e-005,0.020131
5.46534e-005,7.06796e-005,2.79431e-005,0.000171357,0.0057156,0.00101869,0.000103554,2.79431e-005,0.0176399
4.89004e-005,6.08174e-005,2.46557e-005,0.00010643,0.0050803,0.000895001,9.1637e-005,2.46557e-005,0.016064
4.76677e-005,5.75299e-005,2.34229e-005,0.000109307,0.00469691,0.00074378,8.25965e-005,2.2601e-005,0.0142966
4.31474e-005,5.30097e-005,2.3012e-005,0.000103554,0.00433036,0.000726521,7.84873e-005,2.05464e-005,0.0131945
4.15037e-005,5.1366e-005,2.01355e-005,8.75277e-005,0.00413599,0.00069981,7.68435e-005,1.97245e-005,0.0124474
4.15037e-005,4.89004e-005,2.2601e-005,9.49244e-005,0.00379862,0.000668169,6.8625e-005,1.80808e-005,0.012057
3.78054e-005,4.89004e-005,1.80808e-005,8.42403e-005,0.00361781,0.000659129,6.53376e-005,1.7259e-005,0.0115089
3.69835e-005,4.68458e-005,1.7259e-005,7.93091e-005,0.00343618,0.00063324,6.41048e-005,1.68481e-005,0.010996
